id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
1198,Teatro Romano de Málaga,/es/lugares-interes/teatro-romano-malaga/,Andalucía,Málaga,Málaga,"El teatro romano de Málaga está ubicado al pie del cerro de la Alcazaba en la zona oeste. Fue descubierto en 1951, tras permanecer enterrado durante siglos. Su construcción data del siglo I, bajo el imperio de Augusto. Fue usado hasta el siglo III. Los árabes utilizaron elementos de su construcción, como capiteles y fustes de las columnas, en beneficio de la Alcazaba, como sujeción de los arcos de herradura de las puertas que albergan esta edificación. Las dimensiones que presenta son de 31 metros de radio, 16 metros de alto y orquesta de 15 metros. Se observa una cávea de tres gradas y puertas de entrada a las gradas (vomitorium).","['Calle Alcazabilla, s/n']",36.72121820982653,-4.416728297483814
1199,Teatro Romano de Mérida,/es/lugares-interes/teatro-romano-merida/,Extremadura,Badajoz,Mérida,"Tiene capacidad para albergar a 3.000 asistentes sentados. Se encuentra edificado en el cerro de San Albín, cuya inclinación favorece la acústica de la construcción. El general Agripa mandó construirlo sobre el año 16 ó 15 a.C. La escena tiene tres puertas de acceso y presenta un podio de más de dos metros y medio de altura.","['Plaza Margarita Xirgu, s/n,']",38.916292883495494,-6.339058813949811
1200,Teatro Romano de Sagunto,/es/lugares-interes/teatro-romano-sagunto/,Comunitat Valenciana,Valencia-València,Sagunto-Sagunt,"Tiene forma de hemiciclo con capacidad para ocho mil espectadores. Las piedras de los graderíos fueron utilizadas para la construcción del castillo y de algunas casas. Un museo arqueológico reúne los objetos hallados en las excavaciones efectuadas. El teatro romano se construyó aprovechando una concavidad del terreno, por lo que se consigue una sonoridad impresionante para espectáculos escénicos al aire libre. Recientemente, se llevó a cabo una obra de rehabilitación que ha dado la imagen de unidad del cuerpo escénico y el graderío, reuniendo las condiciones adecuadas para manifestaciones teatrales y culturales.",['Calle del Castillo s/n'],39.679167856793505,-0.278656570475156
1201,Teatro Victoria Eugenia,/es/lugares-interes/teatro-victoria-eugenia/,País Vasco,Gipuzkoa,Donostia-San Sebastián,"Inaugurado en el año 1912, el Teatro Victoria Eugenia fue obra del arquitecto Francisco de Urcola. Se trata de uno de los edificios con más glamour de la capital guipuzcoana. De inspiración neoplateresca, ha acogido grandes acontecimientos culturales, como la Quincena Musical o el festival Internacional de Cine de San Sebastián.","['Paseo República Argentina, 2']",43.322545500000004,-1.9804061000000002
1202,Templo de Augusto,/es/lugares-interes/templo-augusto/,Cataluña,Barcelona,Barcelona,"Este templo presidía el foro romano de Barcelona, lugar donde se celebraban las magistraturas y el mercado. Está rodeado por un hermoso jardín y posteriormente fue remodelado en la época gótica. Está situado detrás de la Catedral. Centro excursionista de Cataluña.","['Calle Paradís, 10']",41.3833929605964,2.1771819927758598
1203,Templo de Debod,/es/lugares-interes/templo-debod-madrid/,Comunidad de Madrid,Madrid,Madrid,"El traslado de este templo, edificado por orden del rey Adijalamani, comenzó a fraguarse en 1960, cuando empezó a erigirse la presa de Asuán. Finalmente, en 1968 llegó a Madrid, donde puede admirarse en el parque de la Montaña, muy cerca de la plaza de España. Aquí podrá contemplar uno de los pocos restos arquitectónicos de la civilización egipcia que se encuentran completos lejos de su país originario. Este monumento, rodeado de una hermosa fuente y jardines, es el más antiguo de la capital madrileña, y cuenta con un vestíbulo, varias capillas y una terraza en la planta superior, además de mantener la decoración original en su interior.","['Calle Ferraz, 1']",40.425439645107396,-3.71722458281202
1204,Templo Parroquial De San Andrés,/es/lugares-interes/templo-parroquial-san-andres/,Principado de Asturias,Asturias,Allande,"Situado en el centro del pueblo, pese a su revestimiento externo es un edificio gótico del siglo XVI.","['33880', 'Pola de Allande,', 'Allande,', 'Asturias', '(Principado de Asturias)']",43.27172,-6.6106353
1205,Templo Romano,/es/lugares-interes/templo-romano-cordoba/,Andalucía,Córdoba,Córdoba,"Estaba dedicado a los dioses mitológicos. Está situado en el centro de una gran plaza porticada. Elevado sobre un podio de gran altura sobre el que se apoyaban columnas corintias. Se construyó bajo la etapa del Emperador Claudio (dinastía Julio-Claudia), aunque se culmina con Diomiciano (dinastía Flavia).",['Calle Claudio Marcelo 29'],37.88445615798969,-4.77888675468008
1206,Templo Romano de Diana,/es/lugares-interes/templo-romano-diana/,Extremadura,Badajoz,Mérida,"Es de planta rectangular, rodeado de columnas (períptero) y hexástilo (con seis columnas en el frente). Está elevado sobre una base. Los capiteles de sus columnas son de estilo corintio, fuste estriado y están construidas en granito. Se supone que junto al templo existió en su época un jardín con estanque. En el siglo XVI y tomando como base la estructura del templo se edificó un palacio para el Conde de los Corbos.",['Zona arqueológica'],38.916510793749794,-6.34434735452362
1207,Termas romanas,/es/lugares-interes/termas-romanas-lugo/,Galicia,Lugo,Lugo,"Las termas romanas se encuentran en el interior del balneario de Lugo. Su estado de conservación es bueno. Del edificio original se conservan algunas estancias como el vestuario y la sala utilizada para los baños fríos, posteriormente convertida en capilla cristiana. Las termas se localizan en la planta baja del balneario.",['Hotel Balneario de Lugo'],43.001743754895436,-7.561152608984343
1208,Terrassa: parque de Vall Paradís,/es/lugares-interes/terrassa-parque-vall-paradis/,Cataluña,Barcelona,Terrassa,"La ciudad de Terrassa conserva gran parte de su patrimonio, dentro del cual merece la pena destacar el Parque Vallparadís. El Ayuntamiento de Terrassa inició su recuperación en 1991, con el fin de conservar el pulmón verde de la ciudad. Vallparadís es uno de los parques urbanos más grandes de Cataluña, lo que ha influido notablemente en el crecimiento urbanístico de la misma. Dentro del parque se localizan edificios interesantes como el conjunto visigótico-romano de las iglesias de Sant Pere, el puente medieval, el antiguo castillo–cartuja de Vallparadís, el edificio gótico del Mas de la Castlania, así como abundantes restos arqueológicos. También se encuentran dentro de su perímetro el Museo Textil, el Hospital de Sant Llàtzer y el nuevo Campus Universitario de Terrassa.","['Carrer de la Igualtat, n. 52']",41.561143,2.019676000000004
1209,Torre de la Atalaya,/es/lugares-interes/torre-atalaya/,Principado de Asturias,Asturias,Ribadesella,"Construida en el siglo XIX, sobre los restos de una antigua torre defensiva medieval. Es una torre romántica neomedieval de planta cuadrada realizada en mampostería y rematada por almenas.","['Plaza de Villar y Valle, s/n']",43.4614537,-5.0591710999999995
1210,Torre Bajomedieval,/es/lugares-interes/torre-bajomedieval/,Principado de Asturias,Asturias,Valdés,"Se trata de una torre cuadrada con cinco pisos. Aunque la cubierta se ha perdido, se tiene conocimiento de que era almenada. Está considerada como uno de los más bellos ejemplos de la arquitectura militar de carácter señorial de la baja Edad Media asturiana.","['Villademoros,', 'Valdés,', 'Asturias', '(Principado de Asturias)']",43.5450089,-6.399856
1211,Torre de Boabdil y recinto amurallado,/es/lugares-interes/torre-boabdil-recinto-amurallado/,Andalucía,Jaén,Porcuna,"La villa de Porcuna, emplazada en lo alto de un cerro mesetario, contó con un doble recinto fortificado ya desde época andalusí. El exterior consistía en murallas y torreones, de los que se conservan escasas muestras. En su interior se alzaba un alcázar o alcazaba, que tras la Reconquista fue reforzado por la orden militar de Calatrava. De su labor destaca la gran torre del homenaje, la llamada Torre de Boabdil, una edificación de planta ochavada y construida con sillería de calidad entre 1411 y 1435, que alcanza 28 metros de altura. Arcos y bóvedas góticas de inspiración cisterciense diseñan los espacios o cámaras interiores, donde al parecer estuvo preso el rey Boabdil en 1483, tras caer derrotado y preso en la Batalla de Lucena a manos de los Reyes Católicos.  ","['Calle José Moreno Torres, s/n']",37.8699975,-4.185081299999979
1212,Torre de Bujaco,/es/lugares-interes/torre-bujaco/,Extremadura,Cáceres,Cáceres,"Torre árabe, de planta aproximadamente cuadrada. Tras la reconquista de Cáceres en 1170, por Fernando II de León, un pariente suyo estableció en la ciudad la Congregatio de Cáceres, denominada posteriormente Orden de Caballería de Santiago. Su nombre le viene dado como derivación del nombre del Califa Abú-Ya’qub, cuyas tropas conquistaron la ciudad en 1173. Esta torre fue el baluarte defensivo de los caballeros de la Orden, hasta que sucumbieron al asedio. Durante los siglos XVI y XVIII se la conocía como Torre del Reloj. Actualmente está abierta al público. Alberga el Centro de Interpretación de las Tres Culturas. Vistas espectaculares desde su mirador.",['Plaza Mayor'],39.4753150647554,-6.3707196664465
1213,Torre de la Calahorra,/es/lugares-interes/torre-calahorra/,Andalucía,Córdoba,Córdoba,"Tiene planta de cruz latina con tres brazos formados por torres cuadradas unidas por cuartos de cilindro y rematadas por almenas. Consta en su interior de 8 salas que albergan el museo de las tres culturas. Está situada a orillas del puente romano y ha sido testigo de numerosos enfrentamientos. Sede del Museo Vivo de Al-Andalus, de la Fundación Paradigma Córdoba.",['Puente Romano s/n'],37.875691384170494,-4.77684544607593
1214,La Torre de Canyamel,/es/lugares-interes/torre-canyamel/,Illes Balears,Mallorca,Capdepera,"La familia Montsó construyó a mediados del siglo XIII este monumento con encanto que hoy permanece en buen estado de conservación en la isla de Mallorca.  Está dividida en tres plantas. En la planta baja, se ofrece un recorrido por la historia del monumento y la proyección de un documental. En la primera planta, se pueden encontrar interesantes piezas etnográficas (cerámica, armamento y mobiliario bélico) y muestras de artesanía. Finalmente, en la planta superior, se obtiene una vista panorámica del valle.  ","['Ctra. MA-4042, Artá-Canyamel, km. 8']",39.656612774058146,3.4297996470214813
1215,Torre del Caracol,/es/lugares-interes/torre-caracol/,Castilla y León,Zamora,Benavente,"Es lo único que queda de una elegante residencia palaciega medieval del siglo XV. Fue destruída por los ingleses en la Guerra de la Independencia. De ese Castillo de la Mota de estilo de transición gótico-renacentista se conserva el Torreón del Caracol, hoy Parador de Turismo. En el interior, en la planta principal, se puede ver una armadura mudéjar que perteneció al Convento de San Román del Valle, también desaparecido. Actualmente es un Parador de turismo.","['Paseo de la Mota, s/n.']",42.00936747712781,-5.66656973140655
1216,La Torre de Castrojeriz,/es/lugares-interes/torre-castrojeriz/,Castilla y León,Burgos,Castrojeriz,,"['09110', 'Castrojeriz,', 'Burgos', '(Castilla y León)']",42.2882823,-4.1388362
1217,Torre del Clavero,/es/lugares-interes/torre-clavero/,Castilla y León,Salamanca,Salamanca,"Esta torre formaba parte del Palacio de los Sotomayor. Se construyó en el siglo XV. Tiene base cuadrada que, a medida que va ascendiendo, se transforma en un octógono. Posee torrecillas en sus ocho ángulos ochavados. Está decorada con escudos, arquillos, cornisas, etc. Actualmente ocupado por las oficinas de la Diputación Provincial de Salamanca.","['Calle Consuelo, 21']",40.964010560309696,-5.6623733693759
1218,Torre de la Cuadra,/es/lugares-interes/torre-cuadra/,País Vasco,Bizkaia,Güeñes,"La torre de La Cuadra está en el valle del Kadagua. Es una fortaleza más compleja de lo habitual, tiene casi 20 metros de altura y una muralla exterior. La planta es cuadrada y los muros están construidos en mampostería con sillería en las esquinas.",['Barrio de la Quadra de Arriba'],43.2103205,-3.0953169
1219,Torreón de Fernán González,/es/lugares-interes/torreon-fernan-gonzalez/,Castilla y León,Burgos,Covarrubias,"Según la leyenda de Doña Urraca, ésta estuvo encerrada en la torre del Palacio de Fernán González. Se construyó en el siglo X. Tuvo carácter defensivo. Es de planta rectangular y alzado piramidal. En la entrada hay un arco de herradura que tiene salida a un recinto con bóveda de cañón sobre impostas de nacela. El exterior de la torre es liso y está coronado por matacanes agregados. El tejado es de cuatro vertientes en lugar de almenado.","['Plaza de Doña Sancha, 7']",42.05866538468501,-3.51988242378497
1220,Torre dos Moreno,/es/lugares-interes/torre-dos-moreno/,Galicia,Lugo,Ribadeo,,"['Ribadeo,', 'Lugo', '(Galicia)']",43.5373554,-7.043029400000001
1221,Torre de Ercilla,/es/lugares-interes/torre-ercilla/,País Vasco,Bizkaia,Bermeo,"La Torre de Ercilla es un ejemplo de la arquitectura civil medieval vasca. Perteneció a la familia del célebre poeta D. Alonso de Ercilla. Está realizada en estilo gótico. Tras diversas restauraciones alberga el Museo del Pescador, dedicado exclusivamente a mostrar a los visitantes el ámbito, la vida y trabajo de los arrantzaleak o pescadores vascos. La planta baja alberga las salas relacionadas con el ámbito y la vida del pescador en tierra. Las otras dos plantas muestran aspectos como las organizaciones gremiales de los pescadores, la actividad y técnica pesqueras hasta la actualidad, las embarcaciones, instrumentos de navegación, etc. Hay una sala dedicada a la Torre y a las personas ilustres que la habitaron.",['Plaza Torrontero s/n'],43.4200936696549,-2.72114706581158
1222,Torre de los Escipiones,/es/lugares-interes/torre-escipiones/,Cataluña,Tarragona,Tarragona,"Situada cerca de la Vía Augusta. Construida con sillares de piedra. Está formada por tres cuerpos, un podío inferior, el cuerpo central decorado con figuras en alto relieve y en la parte superior estaría culminado por un cuerpo piramidal que nunca se llegó a construir. La torre es el monumento funerario de los Escipiones.",['Carretera N-340 a 6 kms. de Tarragona'],41.131831899999995,1.3190610000000331
1223,Torre de Espantaperros,/es/lugares-interes/torre-espantaperros/,Extremadura,Badajoz,Badajoz,"Monumento almohade del siglo XII. Es conocida como Torre de la Atalaya o Torre del Alpéndiz. La Torre de Espantaperros está situada en la parte oriental de la Alcazaba y es una torre de vigilancia. De planta octogonal. La mayor parte de la torre es maciza, excepto sus dos cámaras superiores. Originariamente estaba rematada por una pequeña construcción cuadrada decorada con arcos entrecruzados, en época cristiana se le superpuso un remate de estilo mudéjar que alojaba una campana.",['C/ Lorenzo Juárez Figueroa'],38.88117854607994,-6.9674016806145485
1224,Torre de los Estrada,/es/lugares-interes/torre-estrada/,Cantabria,Cantabria,San Vicente de la Barquera,"Posee características únicas en el conjunto de fortificaciones medievales de Cantabria gracias a a la conservación de su recinto amurallado, a los restos del foso y a su capilla-fortaleza.","['39549', 'Estrada,', 'San Vicente de la Barquera,', 'Cantabria', '(Cantabria)']",43.3590466,-4.4471476999999995
1225,Torre exenta de la catedral,/es/lugares-interes/torre-exenta-catedral/,La Rioja,La Rioja,Santo Domingo de la Calzada,La visita a la torre exenta de la catedral permite disfrutar de unas vistas excepcionales de toda la comarca.,"['Plaza del Santo, s/n']",42.4406807,-2.9535276
1226,Torre de Fusileros,/es/lugares-interes/torre-fusileros/,Aragón,Huesca,Canfranc,Ha sido restaurada recientemente y alberga una exposición sobre las obras del túnel internacional.,"['Canfranc,', 'Huesca', '(Aragón)']",42.7155695,-0.5256487
1227,Torre de Hércules,/es/lugares-interes/torre-hercules-coruna/,Galicia,A Coruña,"Coruña, A","La Torre de Hércules se ubica entre la ensenada de Orzán y el golfo Ártabro. Es un faro romano de la antigua Brigantium. Data del siglo II d. C., de la época de Trajano, y fue reformado en el año 1788 por orden del rey Carlos IV. Fue obra del arquitecto lusitano Cayo Sergio Lupo. ",['Avenida de Navarra s/n'],43.385732507558295,-8.406567983385237
1228,Torre de Hércules,/es/lugares-interes/torre-hercules-segovia/,Castilla y León,Segovia,Segovia,Su nombre se refiere a la estatua que se encuentra en la escalinata del edificio. Representa al héroe luchando con una fiera. La torre se levantó en el siglo XI. Tiene un zócalo con figuras geométricas en color rojo. Se encuentra ubicado en el Convento de Clausura de las Madres Dominicas.,['Plaza de la Trinidad'],40.95123420256053,-4.122811528209238
1229,Torre de la Iglesia de San Esteban,/es/lugares-interes/torre-iglesia-san-esteban/,Castilla y León,Segovia,Segovia,"Se construyó en el siglo XIII en estilo románico tardío. Mide 53 metros de alto, lo que la convierte en la torre más alta del románico español. En su atrio hay 10 arcos y capiteles adornados con grabados de motivos medievales. El interior es de estilo barroco porque se reconstruyó tras un incendio en el siglo XVIII.","['Plaza de San Esteban, s/n.']",40.9517239289083,-4.1246226065025695
1230,Torre de la iglesia de Santa María,/es/lugares-interes/torre-iglesia-santa-maria/,Aragón,Zaragoza,Utebo,"La iglesia parroquial de Santa María de Utebo posee una de las más notables torres del mudéjar aragonés. El templo consta de una nave de tres tramos, bajo bóveda de crucería, y capillas entre los contrafuertes de estilo gótico final, a principios siglo XVI. El crucero, que se cubre con cúpula, y la cabecera, de planta cuadrada, son obra barroca de finales del siglo XVIII. La torre (finalizada en 1544) posee planta cuadrada en los cuerpos inferiores, que se convierte en octogonal en los superiores. Su interior recuerda a la tipología de los alminares de época almohade. Su decoración externa se basa en el ladrillo y en la cerámica, ya que posee más de 8.000 azulejos, de variado motivo y policromía).","['Plaza España, 1']",41.714931,-0.995014
1231,Torre del Infantado,/es/lugares-interes/torre-infantado/,Cantabria,Cantabria,Potes,"Se trata de un robusto edificio, realizado en mampostería a excepción de las esquinas y las ventanas —pocas y pequeñas—, que se refuerzan mediante sillares. Posee cuatro cuerpos o plantas que culminan en una azotea, rodeada por una cornisa de modillones que antiguamente sostenía una barbacana corrida con almenas. Destacan especialmente las cuatro pequeñas torres o garitones rematadas mediante almenas, edificadas en forma de cubos, dispuestas en cada una de las cuatro esquinas. En la fachada principal se abre la puerta de acceso, de arco apuntado. En el primer piso se halla un balcón corrido, con dos puertas adinteladas separadas por un gran reloj, enmarcado en un alfiz. En los dos pisos superiores, se pueden observar sendas ventanitas pequeñas y ajimezadas, de arcos escarzanos. Se accede al edificio a través de una amplia escalinata.","['C/ Independencia, n. 2']",43.15358,-4.626542
1232,Torre Luzea,/es/lugares-interes/torre-luzea/,País Vasco,Gipuzkoa,Zarautz,"Torre Luzea es un magnífico edificio del siglo XV en perfecto estado de conservación. Desde el punto de vista artístico, se trata de un buen ejemplo de arquitectura civil gótica. La fachada principal, en piedra sillar, es la más interesante, proporcionada y singular del edificio.","['Calle Nagusia, 28']",43.2857556,-2.1746287
1233,Torre de la Malmuerta,/es/lugares-interes/torre-malmuerta/,Andalucía,Córdoba,Córdoba,"Es de planta octogonal y está coronada por almenas. Estuvo unida a la muralla por un arco que todavía se conserva. Debajo del arco hay varias lápidas con inscripciones que nos dicen la fecha de construcción. En su interior hay una sola sala octogonal con saeteras que comunican al exterior, rematada por una cúpula de media naranja. En un extremo está la escalera por la que se accede al piso superior desde donde se ven unas magníficas vistas de la ciudad.",['Avenida de Ollerías s/n'],37.8917508221098,-4.77861882782096
1234,Torre Mangana,/es/lugares-interes/torre-mangana/,Castilla-La Mancha,Cuenca,Cuenca,Se trata de uno de los monumentos más significativos de la ciudad. Está situada en el solar de un antiguo alcázar árabe.,"['Plaza de Mangana, s/n.']",40.0767087391634,-2.13099088776267
1235,Torre mudéjar y entornos de la torre de San Miguel,/es/lugares-interes/torre-mudejar-entornos-torre-san-miguel/,Castilla y León,Palencia,Cervatos de la Cueza,"Vestigios que recuerdan la antigua parroquia de San Miguel Arcángel, templo del que quedan algunos restos de cimentaciones de piedra.","['34308', 'Cervatos de la Cueza,', 'Palencia', '(Castilla y León)']",42.27578461376819,-4.78179931640625
1236,La Torre del Oro,/es/lugares-interes/torre-oro/,Andalucía,Sevilla,Sevilla,"Forma parte de la muralla y está a orillas del río. Data del año 1220. Alberga el Museo Naval, con maquetas, cartas de navegación, brújulas y documentación antigua.","['Paseo de Cristóbal Colón, s/n.']",37.38241269094506,-5.996488100633202
1237,Torre del Reloj,/es/lugares-interes/torre-reloj-jaca/,Aragón,Huesca,Jaca,Edificada sobre los sillares que antiguamente ocupó el Palacio Real. Conseva una ventana gótica del siglo XV.,['Plaza del Marqués de la Cadena'],42.5684374,-0.5498171
1238,Torre del Reloj,/es/lugares-interes/torre-reloj-ponferrada/,Castilla y León,León,Ponferrada,"Ubicada sobre una de las puertas de la muralla medieval (la única que se conserva), la Torre del Reloj se encuentra sobre el Arco de la Eras, en el acceso a la Calle del Reloj. De planta rectangular, consta de tres cuerpos.","['Calle del Reloj, s/n.']",42.545322,-6.591541599999999
1239,Torre de los Ruiz de Junco,/es/lugares-interes/torre-ruiz-junco/,Principado de Asturias,Asturias,Ribadesella,"Casa solar de los Ruiz de Junco, originaria del siglo XIV o XV. De planta cuadrada y tres pisos, en ella sobresale la fachada principal, con una gran portada de mediados del siglo XVI en el centro.","['Leces,', 'Ribadesella,', 'Asturias', '(Principado de Asturias)']",43.4643786,-5.110600900000001
1240,Torre de los Sande,/es/lugares-interes/torre-sande/,Extremadura,Cáceres,Cáceres,"La Torre fue construida en estilo gótico en el siglo XIV y está adosada a la Casa de Saavedra. En ella destacan dos ventanas góticas: la primera presenta arco conopial apoyado en columnas y está enmarcada en un alfiz; la segunda posee arco de medio punto y se encuentra decorada con el escudo de los Sande. En la fachada aparece un escudo con cinco flores de lis, perteneciente a la familia Aldana. Actualmente alberga un restaurante.",['Calle los Condes 3'],39.473486799999996,-6.371164799999974
1241,Torre Sasiola,/es/lugares-interes/torre-sasiola/,País Vasco,Gipuzkoa,Deba,"Construida en la Edad Media como vivienda y fuerte, conserva todavía hoy algunos de los elementos defensivos. Se trata de un edificio de planta rectangular, cuya fachada principal está construida totalmente en sillería. En el siglo XX, el edificio fue modificado, y actualmente alberga viviendas particulares.","['Calle Osio, s/n']",43.2907656,-2.3558044999999996
1242,Torre de Terreros,/es/lugares-interes/torre-terreros/,País Vasco,Bizkaia,Zalla,"La torre de Terreros fue construida por Juan Galíndez de Terreros en el siglo XV. Es un edificio vertical, de unos 15 metros de altura y con planta cuadrada. Los gruesos muros, de 1,20 metros, están hechos en mampostería.",['Barrio La Herrera s/n'],43.203130200000004,-3.1692976
1243,Torre Zamudio,/es/lugares-interes/torre-zamudio/,País Vasco,Bizkaia,Zamudio,,"['Barrio Elexalde, 2']",43.2816107,-2.8631148
1244,Torreón de los Guzmanes,/es/lugares-interes/torreon-guzmanes/,Castilla y León,Ávila,Ávila,"Es una construcción del siglo XV. También se le conoce como Palacio de los Mújica. Su fachada es de mampostería de granito, dividida en dos plantas sin decoración. En una de las esquinas se eleva un torreón de planta cuadrada con almenas y atalayas. La portada del torreón es de arco de medio punto y está enmarcada en un alfiz. En el interior conserva un artesonado mudéjar. En este edificio se alojó Alfonso XII y lo eligió el escritor Enrique Larreta para situar al protagonista de su obra “La Gloria de Don Ramiro”. Actualmente es la sede de la Diputación Provincial y acoge una Sala de Exposiciones.","['Plaza Corral de las Campanas, s/n.']",40.655199516808196,-4.7011174393733794
1245,Torreón de San Esteban,/es/lugares-interes/torreon-san-esteban/,Aragón,Teruel,Teruel,"La muralla medieval que rodeaba la ciudad tenía 40 torres. En la actualidad sólo quedan unas pocas, entre ellas la de San Esteban. Es de planta circular rematada por almenas y en su base tiene una puerta con arco y bóveda de cañón que es el acceso al interior de la ciudad.","['Ronda de Ambeles, s/n.']",40.3429223380487,-1.10453580619023
1246,Las Torres de Donlebún,/es/lugares-interes/torres-donlebun/,Principado de Asturias,Asturias,Castropol,Se trata de una construcción originaria del siglo XVIII con planta en forma de U en torno a un patio central que articula las distintas dependencias.,"['33760', 'Barres,', 'Castropol,', 'Asturias', '(Principado de Asturias)']",43.5386628,-7.000613900000001
1247,Torres de Quart,/es/lugares-interes/torres-quart/,Comunitat Valenciana,Valencia-València,Valencia,"Fueron construidas por Pere Bofill en el siglo XV. Se trata de dos torres cilíndricas en su parte exterior y aplanadas por detrás, que son ejemplo claro de construcción militar del gótico tardío. Están unidas por un cuerpo más bajo y rectangular, donde se ubica la puerta. Durante un tiempo la torre fue prisión de mujeres.","['Plaza de Santa Úrsula, 1']",39.475761832802135,-0.3838923767211688
1248,Torres de Serranos,/es/lugares-interes/torres-serranos/,Comunitat Valenciana,Valencia-València,Valencia,"Es una puerta de la muralla bajomedieval. Fue construida por el maestro Pere Balaguer en el siglo XIV con el objetivo de defender uno de los accesos más usados de la Valencia antigua. Está formada por dos cubos pentagonales que flanquean la puerta que consta de un arco dovelado de medio punto. La fachada interior tiene grandes aberturas rematadas en arco, concebidas como tribunas. En el siglo XVI fue convertida en cárcel de nobles y caballeros, manteniendo su uso hasta 1887.","['Plaza Fueros, s/n.']",39.47614164158001,-0.374841357409717
1249,Triunfos de San Rafael,/es/lugares-interes/triunfos-san-rafael/,Andalucía,Córdoba,Córdoba,"Fue construido por el escultor Miguel Verdiguier, en acción de gracias por haber librado a la ciudad de una epidemia de peste. La estatua está sobre un pedestal almohadillado rodeado de columnas que emergen de un castillo y éste, a su vez, de un monte con imágenes de santas. Todo el monumento está adornado con figuras de animales y representaciones de la riqueza del suelo cordobés.",['Zona entre el Arco del Triunfo y la Mezquita'],37.87883271572629,-4.78186674566559
1250,Túmulos dolménicos,/es/lugares-interes/tumulos-dolmenicos/,Castilla y León,Burgos,Atapuerca,"Están situados en el camino de San Juan o Carresanjuán, un trazado que permite llegar de forma directa desde San Juan de Ortega.","['09199', 'Atapuerca,', 'Burgos', '(Castilla y León)']",42.3770075,-3.5077724000000003
1251,Universidad de Alcalá de Henares o Colegio Mayor de San Ildefonso,/es/lugares-interes/universidad-colegio-san-ildefonso/,Comunidad de Madrid,Madrid,Alcalá de Henares,"Se inició su construcción en el siglo XV, terminándose en el XVI bajo la dirección de Pedro Gumiel. Del edificio primitivo sólo se conserva el Paraninfo con artesonado y tribuna plateresca. La fachada es lo más importante del edificio. Fue construida por Rodrigo Gil de Hontañón en estilo plateresco, siendo concebida como un retablo dividido por pilastras y columnas. Existen varios patios realizados en diferentes estilos, estando uno de ellos inacabado. El Paraninfo es una de las mejores muestras del estilo Cisneros, donde se combinan las muestras mudéjar en yesería o madera, y la decoración plateresca.","['Plaza De San Diego, s/n.']",40.480453000000004,-3.363851299999965
1252,Universidad de Cervera,/es/lugares-interes/universidad-cervera/,Cataluña,Lleida,Cervera,"La Universidad fue fundada en 1717 por Felipe V. El edificio fue construido según los planos del ingeniero Curiel con la colaboración de Francisco Montagut. Fue inaugurada en 1740. En ella destaca la fachada principal, flanqueada por dos cuerpos que sobresalen y el cuerpo central, al gusto barroco. Interiormente destaca la sobriedad de la fachada del patio, de aire clasicista. Actualmente es sede de uno los centros asociados de la UNED.",['Calle Canceller Dou 1'],41.666405816197695,1.2589995631858402
1253,Universidad de Deusto,/es/lugares-interes/universidad-deusto/,País Vasco,Bizkaia,Bilbao,"El campus de Bilbao de la Universidad de Deusto se halla entre el Museo Guggenheim Bilbao y el Palacio de Congresos y de la Música Euskalduna, edificios situados dentro del área de Abandoibarra. Desde esta zona se llega a la Universidad de Deusto a través de la pasarela peatonal Padre Arrupe, otro puente de conexión con el centro de Bilbao, además de la pasarela, es el Puente de Deusto. Su edificio más antiguo es el de la Universidad Literaria (1886), de estilo clasicista y obra del Marqués de Cubas. En su interior, distribuido en dos claustros, sobresale la escalinata central, así como la sala del Paraninfo, su capilla gótica y la biblioteca.",['Avenida de las Universidades 24'],43.2702671843039,-2.93722048917717
1254,Universidad de Oviedo,/es/lugares-interes/universidad-oviedo/,Principado de Asturias,Asturias,Oviedo,"Es uno de los ejemplos de la arquitectura clasicista del siglo XVI. El edificio fue realizado por los arquitectos Rodrigo Gil de Hontañón y Juan del Ribero Rada. Exteriormente aparece como un edificio alargado, con dos fachadas realizadas en sillares de piedra y escasos vanos. El frente principal presenta un friso adornado con triglifos y los escudos de armas de Fernando Valdés, sustentados sobre columnas toscanas. Interiormente se articula en torno a un patio cuadrado y porticado, de estilo toscano en planta y jónico en el piso, estructurado en dos niveles. En uno de los ángulos del edificio destaca la Torre del Reloj, realizada por Luis Céspedes en 1859. Desde que se hicieron los diferentes campus, este recinto universitario sólo conserva el Rectorado y la Biblioteca central.","['Calle San Francisco, 3']",43.36205761448469,-5.846633816642689
1255,Universidad de Salamanca,/es/lugares-interes/universidad-salamanca/,Castilla y León,Salamanca,Salamanca,"El edificio universitario es de planta cuadrada con patio central y galerías circundantes. Su interés artístico reside en su fachada plateresca. Las Escuelas Menores, que están junto a la universidad, presentan en sus portadas similares analogías artísticas, conservando en una de sus aulas el techo pintado por Fernando Gállego.","['Patio de Escuelas, s/n.']",40.96157120000001,-5.667509099999999
1256,Venta de La Espasa,/es/lugares-interes/venta-espasa/,Principado de Asturias,Asturias,Colunga,"Construido en el siglo XVI, tiene hórreo, las antiguas caballerizas en ruinas y un edificio principal de sólida construcción, con sillar irregular enmarcando vanos y esquinas.","['Playa de La Espasa,', 'Colunga,', 'Asturias', '(Principado de Asturias)']",43.47439489999999,-5.214180000000001
